taxpayer_id,filing_status,state,tax_year,primary_income_src,gross_income,capital_gains,dividend_income,other_income,total_income,standard_deduction,itemized_deductions,uses_itemized,deduction_used,taxable_income,federal_tax,state_tax,social_security_tax,medicare_tax,fica_total,total_tax_liability,effective_tax_rate,marginal_tax_rate,tax_withheld,refund_or_owed,dependents,child_tax_credit,filing_date,mortgage_interest,charitable_giving,medical_expenses,salt_deduction
342,single,VA,2024,retirement,88404.86,0,0,0,88404.86,14600,33702.74,True,33702.74,54702.12,7087.47,3145.37,5481.1,1281.87,6762.97,16995.81,19.22,22.0,6415.87,-671.6,1,2000,2023-01-31,5987.93,10326.4,7707.82,0
343,married,OH,2024,rental,52468.73,12934.04,3873.97,0,69276.74,29200,0,False,29200,40076.74,4345.21,1603.07,3253.06,760.8,4013.8599999999997,9962.14,14.38,12.0,3938.41,-406.8,1,2000,2023-07-09,0,0,0,0
344,single,VA,2024,retirement,46686.26,3234.12,0,0,49920.38,14600,0,False,14600,35320.38,4006.45,2030.92,2894.55,676.95,3571.5,9608.87,19.25,12.0,3837.29,-169.16,3,6000,2023-05-18,0,0,0,0
345,hoh,VA,2024,rental,109682.68,0,5390.31,0,115072.99,21900,0,False,21900,93172.99,15551.06,5357.45,6800.33,1590.4,8390.73,29299.24,25.46,22.0,13368.76,-2182.3,0,0,2023-10-04,0,0,0,0
346,married,FL,2024,self_employment,155188.67,0,15295.82,4899.43,175383.92,29200,0,False,29200,146183.92,22266.46,0.0,9621.7,2250.24,11871.94,34138.4,19.46,22.0,21982.86,-283.6,1,2000,2024-03-13,0,0,0,0
347,married,CA,2024,retirement,93533.18,0,0,0,93533.18,29200,33955.56,True,33955.56,59577.62,6685.31,5540.72,5799.06,1356.23,7155.290000000001,19381.32,20.72,12.0,7156.97,471.66,4,8000,2024-02-01,7606.36,11147.01,6610.27,1073.89
348,hoh,CA,2024,self_employment,68868.18,0,0,4613.47,73481.65,21900,0,False,21900,51581.65,6400.96,4797.09,4269.83,998.59,5268.42,16466.47,22.41,22.0,6252.07,-148.89,4,8000,2023-02-25,0,0,0,0
349,hoh,NC,2024,self_employment,100762.11,2733.9,0,0,103496.01,21900,22668.22,True,22668.22,80827.79,12835.11,4243.46,6247.25,1461.05,7708.3,24786.87,23.95,22.0,14308.13,1473.02,0,0,2023-09-14,8709.44,0,0,0
350,married,TX,2024,wages,45518.03,8658.52,0,7268.74,61445.29,29200,0,False,29200,32245.29,3405.43,0.0,2822.12,660.01,3482.13,6887.56,11.21,12.0,3890.9,485.47,4,8000,2023-06-13,0,0,0,0
351,married,NC,2024,rental,16146.85,0,0,8626.72,24773.57,29200,0,False,29200,0,0.0,0.0,1001.1,234.13,1235.23,1235.23,4.99,10.0,0.0,0.0,1,2000,2023-07-03,0,0,0,0
352,hoh,CA,2024,rental,53128.71,15316.47,0,0,68445.18,21900,0,False,21900,46545.18,5353.42,4328.7,3293.98,770.37,4064.35,13746.47,20.08,12.0,5993.49,640.07,1,2000,2023-01-04,0,0,0,0
353,hoh,WA,2024,wages,128194.6,20902.17,0,2378.78,151475.55,21900,39048.09,True,39048.09,112427.46,20025.09,0.0,7948.07,1858.82,9806.89,29831.98,19.69,24.0,17315.21,-2709.88,1,2000,2023-02-26,0,0,0,5937.85
354,hoh,IL,2024,wages,57709.24,0,0,0,57709.24,21900,0,False,21900,35809.24,4065.11,1772.56,3577.97,836.78,4414.75,10252.42,17.77,12.0,3859.14,-205.97,0,0,2023-02-20,0,0,0,0
355,single,OH,2024,self_employment,44847.02,0,3138.6,0,47985.62,14600,0,False,14600,33385.62,3774.27,1335.42,2780.52,650.28,3430.8,8540.49,17.8,12.0,3844.67,70.4,3,6000,2024-08-15,0,0,0,0
356,married,CA,2024,wages,197915.2,0,16234.29,8433.1,222582.59,29200,0,False,29200,193382.59,32650.17,17984.58,10453.2,2869.77,13322.970000000001,63957.72,28.73,22.0,32364.32,-285.85,0,0,2024-12-12,0,0,0,0
357,married,IL,2024,retirement,61375.79,0,0,0,61375.79,29200,0,False,29200,32175.79,3397.09,1592.7,3805.3,889.95,4695.25,9685.04,15.78,12.0,3469.82,72.73,4,8000,2023-03-31,0,0,0,0
358,married,VA,2024,investment,216391.53,16856.47,0,0,233248.0,29200,56895.15,True,56895.15,176352.85,28903.63,10140.29,10453.2,3137.68,13590.880000000001,52634.8,22.57,22.0,25593.07,-3310.56,3,6000,2024-10-02,15143.71,15183.36,26568.08,0
359,single,FL,2024,retirement,119898.7,0,0,0,119898.7,14600,12045.09,False,14600,105298.7,18314.19,0.0,7433.72,1738.53,9172.25,27486.44,22.92,24.0,19335.22,1021.03,2,4000,2024-02-10,0,0,0,5881.34
360,hoh,VA,2024,retirement,116011.28,6752.4,10699.49,0,133463.17,21900,17988.06,False,21900,111563.17,19817.66,6414.88,7192.7,1682.16,8874.86,35107.4,26.3,24.0,21685.47,1867.81,0,0,2024-06-17,0,0,0,0
361,married,VA,2024,investment,279812.72,0,0,0,279812.72,29200,24382.06,False,29200,250612.72,46232.05,14410.23,10453.2,4057.28,14510.480000000001,75152.76,26.86,24.0,40917.83,-5314.22,2,4000,2024-12-23,2453.28,0,10505.0,0
362,married,CA,2024,investment,209865.44,0,0,0,209865.44,29200,37036.16,True,37036.16,172829.28,28128.44,16073.12,10453.2,3043.05,13496.25,57697.81,27.49,22.0,27982.14,-146.3,4,8000,2023-06-07,0,0,0,23444.82
363,single,IL,2024,rental,112541.75,26183.96,0,8221.39,146947.1,14600,43183.45,True,43183.45,103763.65,17945.78,5136.3,6977.59,1631.86,8609.45,31691.53,21.57,24.0,17767.45,-178.33,0,0,2023-04-16,3359.0,10395.74,11752.39,0
364,hoh,WA,2024,wages,154950.96,0,4972.07,0,159923.03,21900,0,False,21900,138023.03,26168.03,0.0,9606.96,2246.79,11853.75,38021.78,23.78,24.0,24748.28,-1419.75,3,6000,2024-11-18,0,0,0,0
365,single,WA,2024,self_employment,44136.76,0,2470.01,0,46606.77,14600,0,False,14600,32006.77,3608.81,0.0,2736.48,639.98,3376.46,6985.27,14.99,12.0,3654.85,46.04,4,8000,2023-11-23,0,0,0,0
366,married,TX,2024,investment,289171.06,0,0,5405.77,294576.83,29200,0,False,29200,265376.83,49775.44,0.0,10453.2,4192.98,14646.18,64421.62,21.87,24.0,42742.06,-7033.38,0,0,2023-04-19,0,0,0,0
367,married,CA,2024,wages,120954.79,0,0,0,120954.79,29200,48197.75,True,48197.75,72757.04,8266.84,6766.4,7499.2,1753.84,9253.039999999999,24286.28,20.08,12.0,7353.67,-913.17,3,6000,2023-04-10,11373.79,0,13077.83,9912.39
368,married,WA,2024,rental,75876.42,3271.53,1958.01,0,81105.96,29200,0,False,29200,51905.96,5764.72,0.0,4704.34,1100.21,5804.55,11569.27,14.26,12.0,6486.34,721.62,2,4000,2023-11-29,0,0,0,0
369,married,GA,2024,wages,39707.17,0,0,2822.57,42529.74,29200,0,False,29200,13329.74,1332.97,733.14,2461.84,575.75,3037.59,5103.7,12.0,10.0,1272.43,-60.54,4,8000,2023-05-11,0,0,0,0
370,hoh,NY,2024,rental,124457.4,12167.07,9862.39,0,146486.86,21900,44046.11,True,44046.11,102440.75,17628.28,7017.19,7716.36,1804.63,9520.99,34166.46,23.32,24.0,19147.8,1519.52,4,8000,2024-12-11,0,12266.13,8741.7,0
371,single,TX,2024,wages,191357.59,48035.44,0,0,239393.03,14600,0,False,14600,224793.03,49620.27,0.0,10453.2,2774.69,13227.890000000001,62848.16,26.25,32.0,43630.91,-5989.36,3,6000,2023-06-30,0,0,0,0
372,married,OH,2024,wages,159608.32,28557.38,5225.71,0,193391.41,29200,0,False,29200,164191.41,26228.11,6567.66,9895.72,2314.32,12210.039999999999,45005.81,23.27,22.0,24006.16,-2221.95,1,2000,2024-08-17,0,0,0,0
373,hoh,CA,2024,self_employment,137263.06,0,0,0,137263.06,21900,71081.7,True,71081.7,66181.36,9612.9,6154.87,8510.31,1990.31,10500.619999999999,26268.39,19.14,22.0,9934.42,321.52,4,8000,2024-02-18,0,6521.52,14151.97,19317.32
374,single,WA,2024,wages,108075.15,1722.52,8870.3,0,118667.97,14600,23851.8,True,23851.8,94816.17,15912.56,0.0,6700.66,1567.09,8267.75,24180.31,20.38,22.0,15792.6,-119.96,1,2000,2024-07-22,4569.72,7320.92,0,0
375,married,IL,2024,rental,31597.42,6351.71,0,0,37949.13,29200,0,False,29200,8749.13,874.91,433.08,1959.04,458.16,2417.2,3725.19,9.82,10.0,747.8,-127.11,3,6000,2024-11-04,0,0,0,0
376,married,TX,2024,wages,55874.56,14418.2,3885.46,6232.48,80410.7,29200,4947.92,False,29200,51210.7,5681.28,0.0,3464.22,810.18,4274.4,9955.68,12.38,12.0,6074.85,393.57,4,8000,2023-10-03,0,4947.92,0,0
377,married,NC,2024,retirement,56697.0,9663.71,641.61,0,67002.32,29200,0,False,29200,37802.32,4072.28,1984.62,3515.21,822.11,4337.32,10394.22,15.51,12.0,4305.01,232.73,1,2000,2024-06-23,0,0,0,0
378,married,GA,2024,retirement,27823.46,738.27,0,9604.11,38165.84,29200,0,False,29200,8965.84,896.58,493.12,1725.05,403.44,2128.49,3518.19,9.22,10.0,783.1,-113.48,4,7633.17,2024-08-16,0,0,0,0
379,married,VA,2024,wages,228306.69,738.58,0,5739.65,234784.92,29200,0,False,29200,205584.92,35425.38,11821.13,10453.2,3310.45,13763.650000000001,61010.16,25.99,24.0,33862.21,-1563.17,2,4000,2023-10-24,0,0,0,0
380,single,CA,2024,retirement,94942.53,16055.91,0,0,110998.44,14600,0,False,14600,96398.44,16260.66,8965.05,5886.44,1376.67,7263.11,32488.82,29.27,22.0,14073.37,-2187.29,2,4000,2024-10-01,0,0,0,0
381,single,WA,2024,rental,21551.42,5504.96,0,0,27056.38,14600,0,False,14600,12456.38,1262.77,0.0,1336.19,312.5,1648.69,2911.46,10.76,12.0,1179.8,-82.97,2,4000,2023-01-15,0,0,0,0
382,hoh,NY,2024,retirement,37461.38,1698.52,0,2612.53,41772.43,21900,0,False,21900,19872.43,2152.69,1361.26,2322.61,543.19,2865.8,6379.75,15.27,12.0,2282.35,129.66,3,6000,2023-07-05,0,0,0,0
383,hoh,CA,2024,investment,492115.47,87922.94,41220.29,4129.48,625388.18,21900,0,False,21900,603488.18,181595.61,56124.4,10453.2,7135.67,17588.870000000003,255308.88,40.82,35.0,190348.55,8752.94,1,2000,2023-08-04,0,0,0,0
384,hoh,IL,2024,wages,169508.75,5898.62,0,0,175407.37,21900,0,False,21900,153507.37,29884.27,7598.61,10453.2,2457.88,12911.080000000002,50393.96,28.73,24.0,32091.08,2206.81,4,8000,2023-08-28,0,0,0,0
385,married,OH,2024,rental,46767.52,6099.43,0,3820.04,56686.99,29200,0,False,29200,27486.99,2834.44,1099.48,2899.59,678.13,3577.7200000000003,7511.64,13.25,12.0,2677.71,-156.73,4,8000,2024-11-30,0,0,0,0
386,single,NY,2024,retirement,83742.42,10847.64,7188.08,0,101778.14,14600,0,False,14600,87178.14,14232.19,5971.7,5192.03,1214.27,6406.299999999999,26610.19,26.15,22.0,12516.97,-1715.22,4,8000,2024-02-05,0,0,0,0
387,married,FL,2024,retirement,97049.73,19731.71,3040.28,0,119821.72,29200,0,False,29200,90621.72,10410.61,0.0,6017.08,1407.22,7424.3,17834.91,14.88,12.0,9061.24,-1349.37,3,6000,2023-04-11,0,0,0,0
388,hoh,NY,2024,rental,59212.3,4474.6,0,0,63686.9,21900,0,False,21900,41786.9,4782.43,2862.4,3671.16,858.58,4529.74,12174.57,19.12,12.0,4146.68,-635.75,4,8000,2024-11-03,0,0,0,0
389,single,VA,2024,wages,184316.9,0,2394.41,0,186711.31,14600,72911.8,True,72911.8,113799.51,20354.38,6543.47,10453.2,2672.6,13125.800000000001,40023.65,21.44,24.0,19908.52,-445.86,2,4000,2023-09-21,27103.53,19635.13,0,0
390,single,NY,2024,investment,389667.45,0,0,0,389667.45,14600,18503.91,True,18503.91,371163.54,100281.99,25424.7,10453.2,5650.18,16103.380000000001,141810.07,36.39,35.0,89568.04,-10713.95,3,6000,2023-08-12,0,0,0,18503.91
391,hoh,NY,2024,rental,110156.04,0,0,0,110156.04,21900,0,False,21900,88256.04,14469.33,6045.54,6829.67,1597.26,8426.93,28941.8,26.27,22.0,14234.41,-234.92,3,6000,2023-06-02,0,0,0,0
392,hoh,CA,2024,wages,174536.31,0,15788.86,0,190325.17,21900,75760.48,True,75760.48,114564.69,20538.03,10654.52,10453.2,2530.78,12983.980000000001,44176.53,23.21,24.0,20427.53,-110.5,4,8000,2024-07-02,14262.96,0,22404.33,15649.95
393,married,IL,2024,investment,203304.33,58479.91,0,0,261784.24,29200,19609.88,False,29200,232584.24,41905.22,11512.92,10453.2,2947.91,13401.11,66819.25,25.52,24.0,38020.65,-3884.57,3,6000,2023-04-20,0,0,19609.88,0
394,hoh,IL,2024,rental,21880.75,4826.83,0,0,26707.58,21900,0,False,21900,4807.58,480.76,237.98,1356.61,317.27,1673.8799999999999,2392.62,8.96,10.0,512.45,31.69,4,5341.52,2023-09-02,0,0,0,0
395,married,OH,2024,wages,203366.31,30485.68,16508.83,164.18,250525.0,29200,0,False,29200,221325.0,39203.0,8853.0,10453.2,2948.81,13402.01,61458.01,24.53,24.0,37294.42,-1908.58,0,0,2024-02-20,0,0,0,0
396,single,FL,2024,retirement,65837.04,17267.52,0,0,83104.56,14600,9248.49,False,14600,68504.56,10124.0,0.0,4081.9,954.64,5036.54,15160.54,18.24,22.0,8757.13,-1366.87,2,4000,2023-04-10,0,0,6138.47,1048.05
397,married,VA,2024,self_employment,169540.15,0,1935.8,0,171475.95,29200,19111.58,False,29200,142275.95,21406.71,8180.87,10453.2,2458.33,12911.53,42499.11,24.78,22.0,22588.93,1182.22,4,8000,2023-05-21,0,0,0,19111.58
398,married,FL,2024,wages,158444.18,0,0,0,158444.18,29200,30435.97,True,30435.97,128008.21,18267.81,0.0,9823.54,2297.44,12120.980000000001,30388.79,19.18,22.0,18196.39,-71.42,0,0,2023-01-08,13375.93,0,1446.93,0
399,single,NY,2024,retirement,108691.51,0,8397.1,0,117088.61,14600,0,False,14600,102488.61,17639.77,7020.47,6738.87,1576.03,8314.9,32975.14,28.16,24.0,18379.72,739.95,4,8000,2024-04-06,0,0,0,0
400,married,FL,2024,self_employment,127949.53,0,0,0,127949.53,29200,17416.94,False,29200,98749.53,11830.9,0.0,7932.87,1855.27,9788.14,21619.04,16.9,22.0,11340.75,-490.15,4,8000,2024-06-03,15128.38,0,0,0
401,single,GA,2024,self_employment,66138.92,0,4532.13,4744.13,75415.18,14600,0,False,14600,60815.18,8432.34,3344.83,4100.61,959.01,5059.62,16836.79,22.33,22.0,8862.75,430.41,0,0,2023-02-25,0,0,0,0
402,hoh,IL,2024,investment,108746.93,0,9679.34,0,118426.27,21900,0,False,21900,96526.27,16288.78,4778.05,6742.31,1576.83,8319.14,29385.97,24.81,22.0,14101.8,-2186.98,4,8000,2023-06-30,0,0,0,0
403,single,CA,2024,rental,82086.52,0,0,0,82086.52,14600,11112.46,False,14600,67486.52,9900.03,6276.25,5089.36,1190.25,6279.61,22455.89,27.36,22.0,9640.44,-259.59,1,2000,2024-01-20,0,11112.46,0,0
404,single,NY,2024,rental,91912.92,0,0,0,91912.92,14600,0,False,14600,77312.92,12061.84,5295.94,5698.6,1332.74,7031.34,24389.12,26.54,22.0,11468.0,-593.84,0,0,2024-12-09,0,0,0,0
405,hoh,CA,2024,investment,72568.24,9983.48,0,0,82551.72,21900,34621.65,True,34621.65,47930.07,5597.62,4457.5,4499.23,1052.24,5551.469999999999,15606.59,18.91,22.0,6429.98,832.36,4,8000,2024-04-29,9882.0,7766.64,0,10659.81
406,married,WA,2024,wages,189253.99,14004.09,0,0,203258.08,29200,23356.39,False,29200,174058.08,28398.78,0.0,10453.2,2744.18,13197.380000000001,41596.16,20.46,22.0,30937.78,2539.0,0,0,2024-04-08,4894.61,649.79,1681.73,0
407,married,FL,2024,wages,150659.57,0,14311.66,0,164971.23,29200,0,False,29200,135771.23,19975.67,0.0,9340.89,2184.56,11525.449999999999,31501.12,19.09,22.0,20860.43,884.76,0,0,2023-01-17,0,0,0,0
408,married,WA,2024,self_employment,145111.33,32531.93,0,0,177643.26,29200,53484.26,True,53484.26,124159.0,17420.98,0.0,8996.9,2104.11,11101.01,28521.99,16.06,22.0,14978.81,-2442.17,3,6000,2023-10-04,11098.75,10185.19,0,22995.99
409,hoh,VA,2024,retirement,77522.94,0,4809.95,0,82332.89,21900,11283.49,False,21900,60432.89,8348.24,3474.89,4806.42,1124.08,5930.5,17753.63,21.56,22.0,8013.73,-334.51,4,8000,2024-12-22,11283.49,0,0,0
410,single,NC,2024,self_employment,40605.07,0,0,0,40605.07,14600,0,False,14600,26005.07,2888.61,1365.27,2517.51,588.77,3106.28,7360.16,18.13,12.0,3094.32,205.71,4,8000,2024-12-20,0,0,0,0
411,single,FL,2024,investment,179592.28,0,4977.32,0,184569.6,14600,0,False,14600,169969.6,33835.2,0.0,10453.2,2604.09,13057.29,46892.49,25.41,24.0,33695.4,-139.8,4,8000,2023-05-06,0,0,0,0
412,married,NC,2024,retirement,109945.12,0,0,0,109945.12,29200,18249.56,False,29200,80745.12,9225.41,4239.12,6816.6,1594.2,8410.800000000001,21875.33,19.9,12.0,8297.61,-927.8,0,0,2024-12-14,14622.82,0,1896.22,0
413,single,GA,2024,self_employment,176873.73,33284.6,0,5414.35,215572.68,14600,0,False,14600,200972.68,41997.76,11053.5,10453.2,2564.67,13017.87,66069.13,30.65,32.0,40066.29,-1931.47,3,6000,2024-10-22,0,0,0,0
414,single,WA,2024,self_employment,26645.66,1857.16,1717.77,0,30220.59,14600,0,False,14600,15620.59,1642.47,0.0,1652.03,386.36,2038.3899999999999,3680.86,12.18,12.0,1565.01,-77.46,2,4000,2024-05-12,0,0,0,0
415,hoh,NC,2024,retirement,64525.63,0,0,1717.37,66243.0,21900,0,False,21900,44343.0,5089.16,2328.01,4000.59,935.62,4936.21,12353.38,18.65,12.0,4722.75,-366.41,3,6000,2024-01-16,0,0,0,0
416,married,CA,2024,self_employment,80327.37,0,0,7118.12,87445.49,29200,0,False,29200,58245.49,6525.46,5416.83,4980.3,1164.75,6145.05,18087.34,20.68,12.0,7451.83,926.37,1,2000,2023-06-15,0,0,0,0
417,single,NY,2024,wages,248598.93,32881.33,0,0,281480.26,14600,45594.14,True,45594.14,235886.12,53170.06,16158.2,10453.2,3604.68,14057.880000000001,83386.14,29.62,32.0,60046.05,6875.99,1,2000,2024-04-14,29351.67,0,0,16242.47
418,married,TX,2024,wages,243283.79,37033.32,7190.42,9696.06,297203.59,29200,52656.42,True,52656.42,244547.17,44776.32,0.0,10453.2,3527.61,13980.810000000001,58757.13,19.77,24.0,47167.49,2391.17,0,0,2023-11-12,20173.19,21992.04,10491.19,0
419,single,OH,2024,retirement,104087.69,0,0,0,104087.69,14600,21049.22,True,21049.22,83038.47,13321.46,3321.54,6453.44,1509.27,7962.709999999999,24605.71,23.64,22.0,12593.14,-728.32,4,8000,2024-06-07,3857.29,4700.36,0,7232.28
420,single,IL,2024,rental,30712.43,3405.67,0,0,34118.1,14600,0,False,14600,19518.1,2110.17,966.15,1904.17,445.33,2349.5,5425.82,15.9,12.0,2016.07,-94.1,3,6000,2024-07-28,0,0,0,0
421,single,FL,2024,rental,113813.87,0,0,0,113813.87,14600,32188.88,True,32188.88,81624.99,13010.5,0.0,7056.46,1650.3,8706.76,21717.26,19.08,22.0,12368.11,-642.39,4,8000,2024-01-20,12574.51,0,10409.04,0
422,single,CA,2024,rental,99432.84,0,0,0,99432.84,14600,24256.94,True,24256.94,75175.9,11591.7,6991.36,6164.84,1441.78,7606.62,26189.68,26.34,22.0,12604.42,1012.72,1,2000,2023-09-26,3372.28,4672.59,0,4853.21
423,married,GA,2024,wages,172107.92,21538.8,0,0,193646.72,29200,0,False,29200,164446.72,26284.28,9044.57,10453.2,2495.56,12948.76,48277.61,24.93,22.0,23282.78,-3001.5,2,4000,2024-05-19,0,0,0,0
424,single,VA,2024,investment,292627.56,76230.58,13930.26,0,382788.4,14600,0,False,14600,368188.4,99240.69,21170.83,10453.2,4243.1,14696.300000000001,135107.82,35.3,35.0,99613.61,372.92,4,8000,2023-01-18,0,0,0,0
425,married,TX,2024,retirement,25851.04,0,350.27,0,26201.31,29200,0,False,29200,0,0.0,0.0,1602.76,374.84,1977.6,1977.6,7.55,10.0,0.0,0.0,3,5240.26,2024-10-13,0,0,0,0
426,married,CA,2024,investment,149373.73,3442.77,0,0,152816.5,29200,31311.49,True,31311.49,121505.01,16837.1,11299.97,9261.17,2165.92,11427.09,39564.16,25.89,22.0,17010.96,173.86,2,4000,2023-05-28,4247.6,0,0,18435.23
427,single,TX,2024,retirement,48141.78,5950.24,784.85,0,54876.87,14600,0,False,14600,40276.87,4601.22,0.0,2984.79,698.06,3682.85,8284.07,15.1,12.0,4605.89,4.67,1,2000,2024-07-26,0,0,0,0
428,hoh,NC,2024,retirement,91254.71,21971.77,0,1165.66,114392.14,21900,0,False,21900,92492.14,15401.27,4855.84,5657.79,1323.19,6980.98,27238.09,23.81,22.0,13171.38,-2229.89,2,4000,2023-11-16,0,0,0,0
429,hoh,IL,2024,self_employment,166152.16,29790.18,5683.15,287.6,201913.09,21900,4699.6,False,21900,180013.09,36245.64,8910.65,10301.43,2409.21,12710.64,57866.93,28.66,24.0,38320.54,2074.9,0,0,2023-03-21,0,4699.6,0,0
430,single,GA,2024,rental,15952.37,0,819.12,0,16771.49,14600,0,False,14600,2171.49,217.15,119.43,989.05,231.31,1220.36,1556.94,9.28,10.0,192.32,-24.83,2,3354.3,2023-02-14,0,0,0,0
431,single,WA,2024,wages,194773.81,53763.3,0,1847.82,250384.93,14600,0,False,14600,235784.93,53137.68,0.0,10453.2,2824.22,13277.42,66415.1,26.53,32.0,46614.17,-6523.51,2,4000,2024-08-16,0,0,0,0
432,married,IL,2024,self_employment,173200.55,31849.32,0,0,205049.87,29200,99052.33,True,99052.33,105997.54,13425.46,5246.88,10453.2,2511.41,12964.61,31636.95,15.43,22.0,13323.62,-101.84,4,8000,2023-07-09,16100.74,28945.78,0,627.7
433,married,NY,2024,self_employment,169427.3,21555.82,0,0,190983.12,29200,17271.04,False,29200,161783.12,25698.29,11082.14,10453.2,2456.7,12909.900000000001,49690.33,26.02,22.0,25649.82,-48.47,3,6000,2023-10-18,0,0,14455.97,0
434,married,VA,2024,investment,345088.05,23383.87,0,4279.62,372751.54,29200,76295.51,True,76295.51,296456.03,57234.45,17046.22,10453.2,5003.78,15456.98,89737.65,24.07,24.0,50696.29,-6538.16,3,6000,2024-02-15,24171.87,11339.52,0,20326.82
435,hoh,VA,2024,wages,191822.24,9709.46,0,0,201531.7,21900,0,False,21900,179631.7,36154.11,10328.82,10453.2,2781.42,13234.62,59717.55,29.63,24.0,39885.53,3731.42,3,6000,2023-05-06,0,0,0,0
436,single,OH,2024,rental,48992.57,8552.91,0,6438.31,63983.79,14600,0,False,14600,49383.79,5917.43,1975.35,3037.54,710.39,3747.93,11640.71,18.19,22.0,5740.33,-177.1,3,6000,2024-11-13,0,0,0,0
437,hoh,OH,2024,rental,81598.03,0,0,0,81598.03,21900,11096.57,False,21900,59698.03,8186.57,2387.92,5059.08,1183.17,6242.25,16816.74,20.61,22.0,8443.43,256.86,2,4000,2023-06-06,0,848.95,10247.62,0
438,married,VA,2024,retirement,29633.36,0,2274.57,2019.32,33927.25,29200,0,False,29200,4727.25,472.73,271.82,1837.27,429.68,2266.95,3011.5,8.88,10.0,495.72,22.99,3,6000,2024-05-31,0,0,0,0
439,married,NC,2024,investment,405693.39,2150.63,40192.51,1191.34,449227.87,29200,42389.45,True,42389.45,406838.42,85561.29,21359.02,10453.2,5882.55,16335.75,123256.06,27.44,32.0,80747.43,-4813.86,3,6000,2024-05-14,13555.41,0,0,23491.78
440,single,VA,2024,rental,102411.0,17580.19,0,5066.85,125058.04,14600,0,False,14600,110458.04,19552.43,6351.34,6349.48,1484.96,7834.44,33738.21,26.98,24.0,19521.29,-31.14,3,6000,2024-09-23,0,0,0,0
441,hoh,IL,2024,investment,163638.98,0,0,3488.77,167127.75,21900,8884.39,False,21900,145227.75,27897.16,7188.77,10145.62,2372.77,12518.390000000001,47604.32,28.48,24.0,29246.6,1349.44,1,2000,2023-08-29,0,8884.39,0,0
442,hoh,WA,2024,retirement,28494.17,7427.92,0,0,35922.09,21900,0,False,21900,14022.09,1450.65,0.0,1766.64,413.17,2179.81,3630.46,10.11,12.0,1467.37,16.72,0,0,2024-04-16,0,0,0,0
443,hoh,OH,2024,retirement,71475.98,0,0,0,71475.98,21900,0,False,21900,49575.98,5959.72,1983.04,4431.51,1036.4,5467.91,13410.67,18.76,22.0,5105.52,-854.2,2,4000,2024-01-22,0,0,0,0
444,hoh,OH,2024,investment,288406.63,8657.1,9689.52,0,306753.25,21900,51246.37,True,51246.37,255506.88,59802.16,10220.28,10453.2,4181.9,14635.1,84657.54,27.6,35.0,55987.18,-3814.98,0,0,2023-11-01,0,11218.36,0,0
445,hoh,OH,2024,self_employment,130545.87,28108.1,0,0,158653.97,21900,0,False,21900,136753.97,25863.45,5470.16,8093.84,1892.92,9986.76,41320.37,26.04,24.0,26378.87,515.42,4,8000,2024-05-01,0,0,0,0
446,married,FL,2024,investment,398847.62,36117.29,17266.53,0,452231.44,29200,0,False,29200,423031.44,90743.06,0.0,10453.2,5783.29,16236.490000000002,106979.55,23.66,32.0,88083.41,-2659.65,4,8000,2024-06-11,0,0,0,0
447,married,NC,2024,self_employment,177965.87,27561.08,0,0,205526.95,29200,101724.38,True,101724.38,103802.57,12942.57,5449.63,10453.2,2580.51,13033.710000000001,31425.91,15.29,22.0,11780.25,-1162.32,3,6000,2023-06-01,28174.04,0,24363.54,27251.66
448,single,TX,2024,investment,422840.39,0,38526.59,0,461366.98,14600,7465.83,False,14600,446766.98,126743.19,0.0,10453.2,6131.19,16584.39,143327.58,31.07,35.0,108785.11,-17958.08,2,4000,2024-04-20,0,0,0,7465.83
449,married,NC,2024,rental,69082.68,4186.21,0,0,73268.89,29200,0,False,29200,44068.89,4824.27,2313.62,4283.13,1001.7,5284.83,12422.72,16.95,12.0,5243.5,419.23,2,4000,2024-11-05,0,0,0,0
450,hoh,TX,2024,wages,241852.05,0,0,839.3,242691.35,21900,52095.92,True,52095.92,190595.43,38785.4,0.0,10453.2,3506.85,13960.050000000001,52745.45,21.73,24.0,34269.99,-4515.41,4,8000,2023-05-04,27066.96,0,0,3164.04
451,hoh,VA,2024,retirement,45180.81,3226.95,0,3292.86,51700.62,21900,0,False,21900,29800.62,3344.07,1713.54,2801.21,655.12,3456.33,8513.94,16.47,12.0,3428.67,84.6,3,6000,2023-08-30,0,0,0,0
452,married,FL,2024,self_employment,34760.59,0,0,0,34760.59,29200,0,False,29200,5560.59,556.06,0.0,2155.16,504.03,2659.1899999999996,3215.25,9.25,10.0,616.6,60.54,0,0,2024-05-17,0,0,0,0
453,hoh,IL,2024,wages,96210.24,0,9268.08,9369.72,114848.04,21900,0,False,21900,92948.04,15501.57,4600.93,5965.03,1395.05,7360.08,27462.58,23.91,22.0,16504.54,1002.97,2,4000,2023-01-22,0,0,0,0
454,hoh,VA,2024,wages,214331.42,60496.0,16906.52,0,291733.94,21900,53198.19,True,53198.19,238535.75,54017.94,13715.81,10453.2,3107.81,13561.01,81294.76,27.87,32.0,61764.0,7746.06,2,4000,2023-11-05,0,11204.23,4100.59,25800.59
455,single,FL,2024,investment,109141.31,29988.46,9598.62,4062.89,152791.28,14600,0,False,14600,138191.28,26208.41,0.0,6766.76,1582.55,8349.31,34557.72,22.62,24.0,29089.59,2881.18,3,6000,2024-04-27,0,0,0,0
